Order ID,gender,age,payment_method,invoice_date
408-5088766-3526748,Male,61,Credit Card,28-01-2022
171-9482248-2366764,Male,30,Cash,28-10-2022
408-3853496-5974748,Male,43,Credit Card,09-09-2022
171-3459522-1641166,Female,40,Cash,11-07-2021
403-4196111-8996313,Male,23,Cash,07-11-2021
407-8589250-6657167,Male,57,Cash,11-07-2022
407-3502291-1779552,Male,44,Credit Card,24-11-2022
171-2290945-1270753,Female,46,Credit Card,17-02-2023
405-7018024-4711519,Male,40,Credit Card,28-05-2021
403-2668229-8343557,Female,50,Debit Card,03-08-2022
171-5966400-3624323,Male,35,Credit Card,24-08-2022
404-8111482-0867518,Male,49,Credit Card,29-06-2022
407-8236759-6684302,Male,37,Cash,30-06-2021
403-4465560-7501125,Male,22,Debit Card,26-10-2022
404-0234490-0270763,Female,52,Cash,06-11-2021
404-0292457-5096362,Female,48,Cash,08-01-2021
403-6878074-2410724,Male,34,Debit Card,09-01-2021
171-6247068-7157155,Female,42,Cash,15-09-2022
408-2733139-8827540,Female,50,Cash,24-07-2022
402-1797063-3221158,Female,30,Cash,14-09-2021
403-6368685-2705117,Female,51,Credit Card,10-02-2023
171-7777080-3534769,Female,21,Credit Card,16-03-2021
402-1080708-4059569,Female,34,Credit Card,26-01-2022
407-0460297-3956362,Female,44,Credit Card,01-03-2021
403-3977835-7477961,Male,29,Cash,26-02-2023
404-1263854-9116302,Female,27,Cash,17-12-2022
402-8451052-4801946,Female,43,Credit Card,17-12-2021
408-7292848-7012342,Female,49,Cash,18-10-2022
403-2508233-5382705,Male,39,Credit Card,07-12-2022
404-5490721-4238745,Female,48,Credit Card,17-07-2021
406-0403863-7929111,Female,42,Credit Card,21-11-2021
404-2766241-3342729,Female,65,Cash,10-06-2022
407-6443249-6738736,Male,59,Debit Card,24-08-2021
408-9401250-1287515,Female,31,Debit Card,04-02-2023
407-6620250-3711530,Female,66,Credit Card,10-07-2021
402-8878210-9689133,Male,60,Debit Card,15-05-2022
402-2101328-2707506,Female,63,Debit Card,16-10-2022
408-5654880-9221112,Female,36,Credit Card,20-04-2021
405-0355714-3637126,Female,39,Credit Card,16-05-2021
402-5000623-5056360,Male,62,Cash,18-06-2022
408-0980231-8189931,Female,63,Cash,06-08-2022
402-5178769-8651536,Female,53,Cash,08-07-2021
407-5898305-2327510,Female,25,Cash,10-04-2022
406-3421894-3244314,Female,21,Cash,02-03-2021
171-7555522-5194736,Male,44,Credit Card,29-06-2021
408-1071321-3357916,Female,61,Cash,15-01-2021
171-8265654-3529967,Female,49,Debit Card,22-06-2021
407-3786811-8940350,Male,48,Credit Card,03-09-2022
405-6950525-4658710,Female,49,Credit Card,20-06-2022
408-2322931-7352362,Male,32,Cash,20-11-2022
406-3483341-0108369,Male,32,Cash,27-06-2021
402-1514716-9114745,Male,43,Debit Card,15-09-2021
405-5080240-0317153,Female,68,Cash,16-05-2022
407-6449231-8821911,Female,38,Debit Card,05-01-2021
406-6477758-7659550,Female,32,Cash,11-02-2021
403-6366357-0877963,Female,50,Credit Card,04-03-2021
405-7656897-0025164,Female,64,Cash,23-09-2021
406-4012915-1442711,Female,38,Debit Card,29-03-2021
407-9662321-4944347,Male,39,Debit Card,17-03-2021
407-7881995-1657107,Male,46,Cash,29-11-2022
403-4702041-2458738,Female,54,Cash,10-04-2021
406-6558390-4810761,Female,57,Credit Card,27-09-2021
171-8743631-3447561,Female,69,Cash,30-10-2021
404-5191365-4395551,Male,34,Cash,07-12-2021
403-4539784-2529923,Female,47,Credit Card,12-10-2022
405-9082985-2045934,Male,19,Cash,17-04-2022
406-8635381-3687564,Female,57,Cash,02-12-2022
402-2424238-0677132,Female,49,Cash,19-07-2022
403-2054065-8573963,Male,47,Cash,23-11-2021
404-5097597-8121153,Female,66,Debit Card,05-09-2021
406-2808688-5353139,Female,61,Cash,04-04-2022
405-7388762-4095541,Male,67,Cash,22-04-2021
171-6280068-2591508,Female,25,Cash,31-08-2022
402-6285212-2457105,Female,62,Credit Card,18-11-2021
402-9246203-6530756,Male,56,Cash,06-07-2022
408-7190448-1524305,Female,23,Credit Card,06-03-2023
408-1709180-2585943,Female,59,Cash,01-09-2022
408-2751634-7276321,Female,22,Debit Card,26-05-2021
403-0773075-7806743,Female,53,Cash,11-06-2022
403-1799806-8563541,Female,51,Credit Card,30-04-2021
407-3932787-8912353,Female,41,Credit Card,23-04-2022
406-6865671-3043507,Male,23,Credit Card,13-03-2022
171-8349979-1388358,Male,67,Credit Card,23-06-2021
408-6917473-8736309,Male,33,Debit Card,21-05-2021
404-1404700-0045125,Female,41,Debit Card,19-08-2022
403-6572979-9932348,Female,39,Cash,25-10-2022
408-7088640-6249966,Female,29,Cash,23-05-2021
406-3843664-7985133,Female,61,Credit Card,04-11-2021
402-5268317-1783560,Female,47,Debit Card,17-09-2022
408-1352635-4386767,Female,39,Credit Card,05-07-2022
402-8669098-6133126,Female,40,Credit Card,12-10-2021
171-4585368-3655521,Male,43,Cash,02-07-2022
402-5261908-8841155,Male,50,Cash,31-03-2022
404-7134165-0187531,Male,28,Credit Card,11-08-2021
403-7212509-1069120,Male,62,Cash,25-10-2021
404-0774076-1165106,Male,67,Cash,11-05-2021
406-3161960-8459532,Female,36,Cash,31-07-2022
408-0738570-9853935,Female,37,Debit Card,28-06-2021
402-4919650-5837109,Male,45,Credit Card,04-03-2021
402-2824956-9686727,Male,25,Credit Card,29-04-2022
171-2160804-9094765,Female,62,Credit Card,23-10-2021
406-5691267-3909902,Female,23,Debit Card,23-08-2022
171-6407177-8453103,Female,53,Credit Card,09-01-2022
402-9889318-2325909,Female,66,Cash,03-03-2023
408-7702304-3453108,Female,60,Credit Card,21-08-2022
408-6204321-3609130,Male,43,Credit Card,10-10-2021
404-3236213-6087544,Female,69,Cash,22-03-2022
404-8565775-0446753,Female,49,Cash,03-11-2021
402-4712857-5013919,Male,37,Debit Card,16-07-2022
406-8607599-3397163,Female,45,Credit Card,21-11-2022
405-5792820-2903509,Male,25,Debit Card,21-03-2021
403-8494406-6326735,Female,62,Credit Card,13-12-2022
405-7457855-6425950,Female,49,Credit Card,06-09-2022
404-5391720-3420341,Female,61,Credit Card,27-10-2021
404-3493434-0329930,Male,31,Debit Card,27-08-2021
402-7976703-5162734,Female,31,Cash,03-10-2022
403-9620918-8293136,Male,59,Debit Card,04-11-2022
403-4991078-3682741,Female,43,Credit Card,16-03-2021
406-0030945-1513902,Female,31,Credit Card,05-12-2021
171-6520991-0225153,Male,29,Cash,07-05-2022
402-0184036-4864377,Male,43,Credit Card,07-12-2022
406-5697900-4219562,Female,35,Credit Card,22-02-2021
404-3779381-7608369,Male,42,Cash,23-06-2022
171-1729580-6676320,Female,61,Cash,25-07-2021
403-6761807-0989964,Male,31,Debit Card,21-02-2023
408-4235743-8149948,Female,64,Credit Card,23-04-2021
404-5090467-5981156,Female,24,Cash,16-03-2022
406-4293580-0556301,Female,21,Cash,23-09-2021
403-8705524-1071507,Male,25,Cash,08-01-2023
404-2204060-1034718,Female,51,Credit Card,11-08-2022
402-7295658-5877960,Female,40,Debit Card,27-02-2023
402-6708333-5979512,Female,56,Cash,14-12-2022
171-3231635-0322769,Male,26,Cash,06-05-2022
171-3750570-5288303,Male,18,Debit Card,24-03-2021
406-1841367-4668349,Female,37,Debit Card,06-10-2021
171-7731828-6691546,Male,38,Cash,20-10-2021
407-9230154-1549143,Male,58,Credit Card,22-05-2022
404-0073661-9643533,Female,33,Debit Card,15-01-2023
404-3468358-3089154,Female,38,Cash,27-04-2021
408-0556034-2428360,Male,59,Debit Card,04-09-2022
171-0713657-9669144,Male,41,Cash,14-10-2021
407-2464287-5879527,Male,30,Cash,24-03-2022
404-4724851-5241947,Female,20,Cash,19-05-2022
403-0231936-7544329,Female,18,Credit Card,21-11-2022
171-4141902-2426715,Female,32,Cash,28-03-2021
406-7938583-1543552,Male,29,Cash,29-01-2023
408-6849479-7224320,Female,69,Debit Card,16-09-2022
408-2470603-3768315,Male,53,Cash,12-08-2021
406-3821971-2229938,Female,29,Cash,14-05-2022
406-5534042-1778732,Female,24,Debit Card,06-11-2022
403-3573518-8393921,Female,61,Cash,27-03-2022
402-9122435-5219520,Female,59,Cash,05-11-2022
402-4965971-0081923,Female,26,Credit Card,17-11-2022
171-3470461-9770741,Male,46,Debit Card,28-02-2022
405-9832654-6032307,Female,34,Credit Card,24-02-2022
402-0886780-8425125,Female,21,Cash,27-01-2023
407-3970977-6399569,Female,26,Debit Card,04-07-2021
406-4615247-7080359,Male,61,Debit Card,01-03-2023
404-6840653-8065916,Male,59,Credit Card,19-08-2022
408-6609196-5976346,Female,67,Cash,01-07-2021
403-4344888-8371539,Male,25,Cash,10-02-2021
408-5198962-0893157,Female,40,Cash,07-12-2022
408-5828660-2110753,Female,64,Cash,22-12-2022
407-9121622-8556363,Female,69,Cash,17-07-2021
405-2164949-8744365,Female,45,Cash,01-07-2022
171-0963445-1524364,Female,45,Credit Card,16-01-2023
405-9838789-9825942,Female,60,Cash,13-11-2021
405-4269576-3711518,Female,35,Credit Card,26-11-2021
407-6562161-8597124,Female,52,Cash,12-08-2022
406-0701223-3458769,Female,41,Credit Card,04-05-2021
402-7476381-3712322,Female,63,Credit Card,12-01-2022
402-9658444-5491556,Female,67,Credit Card,25-02-2023
171-8812722-6130722,Female,62,Credit Card,26-04-2021
407-2877329-6734714,Female,21,Cash,30-06-2022
408-9579831-8624312,Female,42,Cash,17-09-2021
406-8908347-4657923,Male,26,Debit Card,17-05-2022
404-2972138-6190750,Male,34,Cash,24-04-2021
404-4362828-8982718,Female,66,Cash,26-02-2022
404-3200652-9490706,Female,53,Credit Card,18-05-2021
403-4100927-7660304,Male,25,Credit Card,21-04-2022
171-9965946-5053120,Female,41,Cash,23-11-2022
406-5378543-3201908,Male,46,Debit Card,24-07-2021
171-9964637-6685124,Male,19,Credit Card,10-07-2021
407-7650938-3305145,Male,50,Cash,09-05-2021
407-1603715-0385954,Male,25,Cash,25-06-2022
403-8072145-4442718,Female,54,Credit Card,15-10-2022
403-7933898-2788301,Female,47,Cash,26-08-2021
408-7958735-6183529,Female,69,Credit Card,12-10-2021
402-7576867-6497138,Male,35,Credit Card,08-03-2021
403-3098732-6631549,Male,33,Credit Card,06-01-2021
402-2057125-3048306,Male,22,Debit Card,25-06-2022
406-2826845-3077906,Male,19,Credit Card,19-01-2023
405-8334707-3318746,Male,67,Cash,03-04-2021
402-4825297-7553116,Female,38,Cash,18-08-2021
171-3737944-2832367,Male,29,Debit Card,02-01-2022
402-4880420-7225956,Female,42,Credit Card,05-02-2021
406-0963848-5000317,Male,46,Credit Card,17-09-2022
403-8504797-7144323,Female,19,Debit Card,23-08-2021
403-9810342-5657918,Female,31,Debit Card,03-02-2023
406-7712280-8627563,Male,45,Cash,24-09-2022
171-5877230-2843507,Female,28,Cash,14-12-2022
171-3861108-0970735,Female,47,Credit Card,16-10-2022
404-6614742-0249152,Female,39,Credit Card,21-08-2021
408-3428789-5956327,Male,65,Credit Card,24-10-2022
407-1940742-5721938,Female,34,Cash,13-09-2022
406-4870267-9674762,Female,63,Cash,22-07-2021
406-7392746-8010757,Female,51,Cash,27-04-2022
405-1606503-5089900,Female,38,Credit Card,07-02-2023
408-6180290-9297120,Male,43,Cash,19-10-2022
408-3064845-6540308,Female,23,Debit Card,01-03-2022
408-6003462-9636342,Female,69,Cash,13-04-2022
171-6224991-6515513,Female,37,Cash,08-12-2022
404-2323924-6631552,Female,39,Credit Card,24-05-2021
407-7174177-2121150,Female,35,Cash,01-05-2021
403-4849367-8893964,Male,63,Credit Card,12-03-2021
404-0971839-8309132,Female,24,Cash,18-08-2021
407-0832067-9047535,Female,43,Credit Card,04-09-2022
406-9682176-6002714,Male,56,Credit Card,20-03-2022
403-0133947-6555566,Male,22,Credit Card,05-10-2021
407-6187433-6577949,Female,39,Cash,17-12-2021
171-0700906-2360355,Male,63,Credit Card,18-04-2021
403-1018843-0833130,Male,61,Credit Card,06-04-2022
404-0824115-7209103,Female,56,Credit Card,24-10-2021
405-4633739-0529165,Female,66,Credit Card,02-07-2021
406-6469964-7725958,Female,38,Debit Card,18-11-2022
406-1574197-4433952,Male,57,Cash,29-07-2022
404-9636168-1549941,Female,32,Cash,11-01-2021
408-4098255-9648326,Female,51,Cash,19-04-2021
402-6567408-9381935,Female,24,Credit Card,19-11-2022
405-1594340-1072364,Female,41,Cash,21-08-2021
404-5314824-4461159,Female,69,Debit Card,17-01-2022
407-4694988-8235557,Female,51,Credit Card,16-09-2022
406-9559511-1944330,Male,18,Cash,06-03-2021
406-6608448-3209901,Female,42,Credit Card,22-01-2023
406-4919504-1843531,Male,29,Debit Card,25-08-2021
402-0003869-7426757,Female,20,Credit Card,24-08-2021
408-6624075-2537928,Female,59,Cash,17-07-2021
403-5652631-9324302,Female,68,Cash,14-04-2022
404-4654948-0887526,Female,63,Cash,17-05-2021
408-0453748-7149941,Female,51,Cash,21-05-2021
408-4001687-5926700,Female,29,Cash,13-02-2021
407-5181610-0454724,Female,33,Cash,02-06-2022
405-8547421-1017900,Male,52,Credit Card,30-08-2021
404-5545107-9465102,Male,63,Credit Card,23-08-2021
408-9260878-0118705,Male,39,Debit Card,27-11-2021
407-3692421-1174704,Male,69,Cash,04-09-2022
406-7911885-9585157,Female,26,Cash,29-10-2022
405-3456509-0762715,Female,55,Cash,26-08-2022
407-7077614-3173143,Male,27,Cash,02-02-2023
407-6243266-5752338,Female,25,Debit Card,09-10-2021
406-1597425-8629102,Female,31,Cash,05-07-2022
404-9734995-9404332,Female,22,Debit Card,26-06-2021
402-5809129-3732323,Male,42,Debit Card,13-01-2021
406-5902457-9561934,Male,22,Debit Card,04-03-2022
402-6261235-8753135,Female,31,Cash,01-07-2022
404-7547046-1236327,Male,31,Credit Card,05-01-2021
408-6220504-6743513,Male,26,Credit Card,26-02-2023
406-5414853-6489148,Female,49,Cash,05-09-2021
406-4681325-4450749,Female,50,Cash,17-03-2022
407-3081973-1148319,Female,29,Credit Card,20-10-2021
402-5420448-6661154,Female,44,Debit Card,11-12-2022
405-9046156-1455525,Female,39,Cash,18-06-2022
404-3165527-1061113,Female,59,Cash,05-05-2022
405-3944773-6991526,Female,59,Credit Card,12-03-2022
404-8181101-5081958,Male,54,Credit Card,09-04-2021
408-9603302-2824366,Female,69,Credit Card,01-01-2022
402-6529669-1789925,Male,55,Credit Card,05-12-2022
404-3914353-0899550,Male,64,Cash,17-11-2022
406-6499408-1997955,Female,68,Credit Card,30-07-2021
407-8243365-1686749,Male,39,Debit Card,18-07-2022
171-5325579-6529969,Male,30,Cash,15-02-2021
408-9282609-4137963,Male,35,Credit Card,16-08-2022
402-8173673-2398736,Female,57,Credit Card,03-07-2021
408-7935735-0225157,Female,48,Cash,24-06-2021
408-2539246-8047550,Male,50,Debit Card,23-12-2021
407-7493549-3681138,Female,20,Credit Card,28-02-2021
404-8776088-1230747,Male,51,Cash,24-06-2021
403-6247903-7756334,Male,64,Cash,25-02-2023
404-4806704-6450751,Female,68,Credit Card,19-11-2022
407-7165656-1943500,Male,54,Credit Card,09-10-2022
405-5883798-9889963,Female,26,Credit Card,26-06-2022
408-6427912-8009169,Female,21,Credit Card,21-05-2021
407-6939909-2997111,Female,50,Cash,04-11-2022
405-3467075-6365153,Female,20,Credit Card,03-06-2022
408-0150839-8497161,Female,26,Credit Card,09-10-2021
408-3471100-5374729,Male,30,Credit Card,04-02-2023
408-2428084-3851534,Female,30,Cash,23-08-2021
403-1720748-3973154,Male,65,Cash,27-04-2021
408-5355474-9229911,Female,46,Debit Card,17-10-2022
403-6406915-9321943,Male,31,Cash,03-06-2021
171-6636368-1270718,Male,66,Debit Card,22-11-2022
408-2120651-4197904,Female,36,Cash,01-12-2021
405-5190420-4629166,Male,52,Debit Card,05-03-2023
171-8534023-8105949,Female,38,Cash,24-03-2021
405-4869962-1050709,Female,59,Credit Card,20-05-2022
405-7624845-8486734,Female,41,Credit Card,22-05-2022
405-9614551-5068337,Female,59,Credit Card,26-12-2022
408-3182906-6163521,Female,45,Cash,01-05-2022
407-1434329-7337124,Male,65,Cash,08-01-2022
403-5050562-0405938,Male,41,Cash,17-05-2022
403-2274298-7475519,Female,61,Cash,15-06-2022
402-0064279-1669153,Female,38,Credit Card,25-02-2023
403-7681005-6950737,Female,36,Cash,09-08-2021
171-7119850-3019520,Male,47,Debit Card,25-05-2021
403-3901180-8553935,Male,38,Cash,28-09-2021
405-9146267-5453943,Female,45,Cash,27-01-2021
404-7030637-5385147,Female,68,Cash,12-10-2021
171-5540118-9364312,Female,68,Cash,29-11-2021
403-1593238-3150708,Male,45,Debit Card,05-05-2022
403-0216907-7039573,Male,65,Cash,26-12-2022
171-2272672-7319525,Male,37,Debit Card,03-04-2021
408-6699260-7563553,Male,66,Cash,29-04-2021
407-0267440-6767558,Male,44,Cash,02-08-2021
405-6694095-7012321,Female,42,Credit Card,18-11-2022
402-1470142-0278727,Female,27,Cash,27-11-2021
171-5182526-8616321,Female,50,Debit Card,18-09-2021
405-4044223-7163560,Female,50,Credit Card,28-01-2022
402-6851645-6310759,Male,41,Cash,27-04-2021
407-5168755-0329921,Male,66,Credit Card,18-02-2023
408-6887239-8065912,Male,24,Debit Card,09-08-2022
405-0204974-3479527,Female,64,Cash,28-06-2021
408-4207594-3364352,Female,23,Debit Card,17-05-2021
171-1073407-8516367,Female,33,Cash,22-09-2021
402-7642631-2105169,Female,53,Credit Card,17-12-2021
404-0689662-4019564,Female,65,Cash,10-05-2021
406-3367222-8352319,Female,63,Credit Card,17-10-2022
403-5425892-7065951,Female,59,Credit Card,26-04-2021
403-3255138-6450717,Male,52,Cash,05-01-2021
405-3082946-6338701,Female,23,Cash,13-02-2021
403-8821105-9359549,Female,28,Cash,15-08-2021
406-9090471-8383536,Male,34,Cash,23-04-2022
403-5592294-7457155,Female,35,Credit Card,16-02-2022
403-4301305-1273962,Male,69,Credit Card,06-04-2022
403-7640402-0245114,Female,37,Cash,10-12-2021
171-4154784-5582732,Female,27,Debit Card,19-07-2021
402-3684345-4918768,Female,39,Debit Card,24-09-2022
171-5985255-9462767,Female,36,Cash,31-12-2021
408-0370878-6620366,Female,51,Cash,16-02-2021
406-6032628-1463548,Male,47,Cash,25-03-2021
407-7644045-1241926,Male,49,Cash,17-10-2022
407-7344427-8213967,Female,34,Debit Card,28-12-2022
171-9071625-4812354,Male,34,Credit Card,18-06-2021
407-3376001-6080340,Male,53,Credit Card,14-01-2023
405-9341833-3101160,Male,45,Cash,17-07-2022
408-3894777-2463500,Female,36,Cash,18-02-2021
406-4790115-4720337,Male,28,Cash,04-12-2022
408-9309495-1930725,Male,47,Debit Card,14-09-2021
171-8877388-8089114,Female,42,Debit Card,21-04-2021
408-5957572-9924343,Female,21,Credit Card,18-05-2021
408-5580634-2081904,Male,33,Cash,03-10-2021
407-7883818-9645938,Female,58,Cash,03-04-2021
403-8568982-6681117,Female,33,Debit Card,20-11-2022
171-2038937-0793914,Female,41,Cash,28-01-2021
402-6923263-2296327,Female,26,Cash,15-12-2021
405-1360788-1610717,Female,50,Cash,31-12-2021
405-1625685-8666739,Male,64,Cash,23-05-2021
405-9071858-3991539,Male,22,Debit Card,26-12-2021
408-5765408-2282736,Female,65,Cash,19-01-2021
406-3591678-9191552,Female,27,Cash,30-05-2022
408-2067408-8556326,Female,33,Credit Card,27-02-2021
171-1353431-0071515,Female,23,Credit Card,22-11-2022
404-7091101-5665918,Male,56,Credit Card,11-04-2021
402-4207793-5036337,Male,24,Credit Card,13-04-2022
407-3684775-7317943,Female,59,Cash,06-12-2022
408-8489201-4816338,Male,24,Credit Card,25-12-2022
404-9355884-6489960,Female,43,Credit Card,18-12-2021
404-3881710-4955558,Female,29,Debit Card,25-11-2022
171-2424352-7537949,Female,68,Cash,01-11-2022
171-9992196-9702717,Female,53,Credit Card,31-01-2022
408-0968733-7249109,Male,27,Debit Card,08-03-2021
406-8976849-5366752,Female,63,Debit Card,13-01-2021
402-7817800-6107536,Female,64,Cash,24-03-2021
171-5538188-4716366,Male,34,Cash,17-04-2021
403-1201542-1593928,Male,36,Credit Card,28-10-2021
408-5403479-0476324,Female,68,Debit Card,31-12-2022
402-9113820-0740347,Female,55,Cash,02-12-2021
403-8680645-1872330,Female,58,Credit Card,15-12-2022
404-7939297-0925116,Female,26,Debit Card,12-02-2021
404-9236365-1553951,Female,52,Cash,04-07-2021
171-4207626-4374740,Male,40,Credit Card,10-07-2021
171-6317869-6150750,Male,43,Cash,13-08-2022
405-1310981-0312346,Male,53,Cash,27-04-2021
405-6870174-6047522,Female,68,Cash,16-12-2021
404-4709412-6777958,Female,22,Debit Card,14-06-2021
171-9550640-9078726,Female,50,Debit Card,05-10-2022
407-7622088-3251516,Male,37,Credit Card,07-12-2022
404-7068746-2289967,Male,30,Cash,16-02-2023
402-4870278-1018732,Male,43,Credit Card,10-06-2021
171-2359579-3726718,Male,39,Debit Card,04-10-2022
405-2128944-2588339,Female,54,Cash,09-04-2021
402-7588356-8683546,Male,60,Credit Card,13-11-2022
171-9423437-6005132,Male,28,Cash,22-03-2021
407-1244690-3241957,Male,23,Credit Card,07-01-2022
402-8027694-5393163,Female,50,Cash,21-02-2021
403-8849437-1553107,Male,41,Cash,09-09-2022
408-2125765-6861144,Female,55,Credit Card,02-05-2022
408-9904299-2422757,Female,18,Debit Card,12-07-2022
405-7359830-4266711,Male,33,Debit Card,27-08-2021
171-7381624-7742730,Female,68,Cash,31-05-2022
407-8646471-3642729,Male,56,Debit Card,24-08-2022
171-7654932-2388346,Male,26,Cash,09-04-2022
403-8026818-2009928,Male,56,Cash,02-09-2021
404-7271264-1903508,Female,38,Credit Card,16-05-2021
171-3464752-1466735,Female,54,Cash,10-03-2022
408-0214151-7822709,Male,59,Cash,17-12-2022
403-5620476-3565150,Female,39,Credit Card,27-02-2023
171-0020514-5628364,Female,55,Cash,15-09-2021
406-8048161-2062715,Female,29,Cash,20-05-2021
407-2332177-4209953,Male,44,Cash,03-06-2022
171-0989351-0565112,Female,39,Credit Card,02-03-2021
408-2707144-5014705,Male,21,Cash,09-06-2022
408-2028150-6033116,Female,55,Debit Card,30-06-2022
404-8859706-1681144,Male,48,Debit Card,03-05-2022
407-2079757-5733921,Female,27,Debit Card,08-07-2021
408-9160506-7988306,Female,25,Cash,16-04-2022
408-5388464-8904361,Female,25,Credit Card,13-10-2022
408-6935526-2673130,Male,31,Credit Card,26-09-2022
171-5670087-9685166,Male,63,Credit Card,09-11-2021
406-1223241-1013107,Female,68,Credit Card,14-05-2022
406-0923410-1351540,Female,64,Cash,23-04-2022
171-5127704-0141945,Female,38,Cash,27-07-2021
404-7494803-2352321,Female,65,Cash,06-04-2021
404-8443250-8072368,Female,26,Credit Card,06-06-2021
408-6180579-8277920,Male,58,Credit Card,13-09-2022
406-9256418-6204331,Female,35,Debit Card,26-07-2022
404-0841707-1490766,Female,52,Cash,07-02-2023
405-9583401-9054712,Female,49,Credit Card,08-09-2021
402-0480500-5925132,Female,55,Credit Card,06-02-2021
406-1559872-9067544,Female,43,Credit Card,20-07-2021
403-6363861-7542765,Female,22,Credit Card,02-01-2021
403-0908954-9141116,Female,34,Cash,28-01-2022
171-0096533-2635569,Male,38,Cash,25-07-2021
406-5520532-3980317,Female,62,Cash,19-03-2021
403-0230914-3169140,Female,51,Credit Card,27-01-2022
171-3406601-1541105,Female,22,Debit Card,07-09-2021
407-0388405-0941969,Female,46,Credit Card,24-06-2021
408-7534870-2982720,Female,45,Credit Card,02-06-2021
403-9453223-0501135,Male,31,Cash,01-01-2023
406-9300509-3510727,Male,33,Credit Card,23-07-2022
408-1976739-0575551,Female,48,Credit Card,27-06-2022
171-9192914-0066752,Female,53,Credit Card,15-02-2023
404-0023974-0345962,Female,41,Credit Card,30-01-2023
403-3308890-2159516,Male,40,Cash,21-05-2021
408-1839012-9177105,Female,32,Cash,26-08-2021
404-4697294-3701915,Male,45,Cash,13-03-2021
405-0323129-4055545,Male,39,Credit Card,24-08-2022
404-8939742-4241916,Female,25,Cash,17-07-2021
171-5670013-9425149,Female,64,Cash,19-12-2022
407-6303756-2797967,Male,49,Debit Card,23-01-2023
408-9609778-9623556,Male,54,Credit Card,19-01-2022
408-4368248-1912343,Female,27,Cash,06-09-2021
408-7633084-6510752,Male,22,Credit Card,20-07-2022
406-4542896-3885125,Female,46,Cash,14-03-2021
405-5705513-0700306,Female,43,Cash,20-07-2021
408-1688072-6839514,Female,41,Cash,23-04-2022
403-6698197-8593163,Male,65,Cash,23-01-2023
403-1351383-1192324,Female,35,Debit Card,21-01-2023
408-3401190-7047552,Female,28,Credit Card,07-09-2022
404-1238999-9691545,Male,23,Debit Card,06-12-2022
402-4712721-4515539,Female,58,Debit Card,27-07-2022
403-3443012-4137114,Male,48,Credit Card,17-01-2023
406-4002334-0825925,Female,48,Credit Card,10-05-2021
407-6279591-6527530,Female,52,Credit Card,17-03-2021
408-8134847-8276318,Male,60,Cash,06-02-2022
406-7728531-4389128,Female,40,Credit Card,05-02-2021
402-2609745-1450736,Male,36,Debit Card,24-01-2021
405-6640835-0141126,Male,23,Cash,11-06-2021
407-8460532-4398701,Female,54,Cash,02-01-2021
408-1294001-9212317,Male,40,Cash,01-12-2021
171-7112955-2580344,Male,22,Credit Card,11-08-2022
406-2199277-2513169,Male,59,Credit Card,26-02-2022
406-2190760-2713162,Male,55,Credit Card,11-01-2022
406-1560229-2969166,Male,50,Credit Card,30-04-2022
405-2874420-6609934,Female,22,Debit Card,05-01-2021
171-8254591-9318716,Male,68,Credit Card,26-12-2021
408-5899283-5495546,Female,20,Credit Card,19-06-2021
404-6839894-0219533,Female,67,Cash,23-06-2021
407-6502815-9379519,Female,33,Cash,28-04-2021
407-8665349-3159553,Male,35,Cash,19-04-2022
407-2430105-2589902,Female,31,Cash,23-01-2023
404-5203620-5809110,Female,42,Credit Card,08-03-2023
402-1147993-8055538,Female,58,Cash,22-05-2022
405-8800140-0748324,Female,40,Cash,04-09-2021
402-3747346-4789944,Female,52,Cash,05-04-2022
407-9144184-6670714,Female,67,Cash,07-12-2022
408-8875061-1148320,Male,23,Debit Card,04-08-2022
408-0575871-0157163,Female,68,Credit Card,02-01-2022
407-3189330-9114766,Male,45,Cash,15-06-2021
406-7971355-2701101,Male,20,Cash,09-04-2022
404-4037397-5495527,Male,62,Cash,26-09-2021
404-3458700-6391520,Female,33,Cash,22-10-2022
404-0059007-6308348,Male,65,Cash,13-02-2022
406-2074184-6485910,Female,18,Credit Card,23-01-2022
405-8502859-6046767,Female,36,Credit Card,11-09-2022
404-3072652-9154727,Male,55,Cash,05-11-2022
171-1824018-2217967,Female,29,Debit Card,24-06-2021
405-0932546-5965945,Female,40,Credit Card,18-08-2022
406-0926197-3897102,Female,24,Credit Card,05-01-2021
408-7806507-1351501,Female,19,Credit Card,15-03-2021
406-0593982-0178745,Male,57,Debit Card,27-03-2022
402-2957277-3435524,Male,59,Cash,23-05-2021
402-1917618-3530730,Female,37,Credit Card,14-03-2021
405-0732184-2164305,Female,52,Credit Card,20-03-2022
407-8601323-1190751,Male,59,Credit Card,22-09-2021
403-9661358-5587503,Female,21,Credit Card,15-02-2022
408-2800313-5954710,Male,32,Credit Card,27-03-2022
402-3559206-8465936,Male,66,Debit Card,02-02-2022
407-4820054-3082732,Male,30,Credit Card,08-12-2021
405-2491284-6749900,Female,42,Credit Card,18-04-2021
407-7942329-7922707,Female,55,Debit Card,14-06-2022
406-4508644-3688311,Female,35,Credit Card,11-08-2021
407-9733261-2801930,Female,53,Credit Card,22-03-2021
171-5520724-6562711,Female,58,Cash,29-08-2021
405-1262889-3039539,Male,48,Credit Card,27-12-2021
407-4978624-7259513,Female,26,Cash,15-12-2021
