Customer ID,Order ID,Order Date,Ship Date,Ship Mode
BP-11050,CA-2014-143084,19-03-2014,23-03-2014,Standard Class
BP-11050,CA-2014-143084,19-03-2014,23-03-2014,Standard Class
NS-18640,CA-2013-131639,18-12-2013,24-12-2013,Standard Class
NS-18640,CA-2013-131639,18-12-2013,24-12-2013,Standard Class
MV-17485,CA-2013-161361,27-03-2013,29-03-2013,Second Class
MV-17485,CA-2013-161361,27-03-2013,29-03-2013,Second Class
LE-16810,CA-2011-100706,16-12-2011,18-12-2011,Second Class
LE-16810,CA-2011-100706,16-12-2011,18-12-2011,Second Class
VP-21760,CA-2012-129525,15-11-2012,20-11-2012,Standard Class
TC-21475,US-2013-141880,23-08-2013,24-08-2013,First Class
SG-20470,CA-2012-165799,29-06-2012,02-07-2012,First Class
VP-21760,CA-2013-102127,27-06-2013,03-07-2013,Standard Class
VP-21760,CA-2013-102127,27-06-2013,03-07-2013,Standard Class
VP-21760,CA-2013-102127,27-06-2013,03-07-2013,Standard Class
PO-18865,US-2013-152415,18-09-2013,23-09-2013,Standard Class
PO-18865,US-2013-152415,18-09-2013,23-09-2013,Standard Class
JL-15130,CA-2011-138198,18-07-2011,23-07-2011,Standard Class
RW-19540,CA-2014-128041,02-09-2014,02-09-2014,Same Day
RW-19540,CA-2014-128041,02-09-2014,02-09-2014,Same Day
RB-19465,CA-2014-105823,23-06-2014,27-06-2014,Standard Class
SC-20095,CA-2011-152268,02-09-2011,07-09-2011,Standard Class
EM-13960,CA-2012-148873,01-10-2012,05-10-2012,Standard Class
EM-13960,CA-2012-148873,01-10-2012,05-10-2012,Standard Class
RP-19390,CA-2012-166492,07-04-2012,10-04-2012,First Class
RP-19390,CA-2012-166492,07-04-2012,10-04-2012,First Class
HZ-14950,CA-2014-157420,22-11-2014,22-11-2014,Same Day
AB-10105,CA-2013-117121,18-12-2013,22-12-2013,Standard Class
ND-18460,CA-2011-138177,19-09-2011,24-09-2011,Standard Class
XP-21865,CA-2011-114335,28-09-2011,03-10-2011,Standard Class
MM-18280,CA-2012-168760,22-09-2012,26-09-2012,Second Class
ML-17395,CA-2013-168830,08-11-2013,14-11-2013,Standard Class
KM-16225,CA-2014-137463,17-12-2014,21-12-2014,Second Class
KM-16225,CA-2014-137463,17-12-2014,21-12-2014,Second Class
KM-16225,CA-2014-137463,17-12-2014,21-12-2014,Second Class
KM-16225,CA-2014-137463,17-12-2014,21-12-2014,Second Class
KM-16225,CA-2014-137463,17-12-2014,21-12-2014,Second Class
SL-20155,CA-2011-124513,21-09-2011,25-09-2011,Standard Class
AJ-10780,CA-2012-165554,18-05-2012,22-05-2012,Standard Class
DK-12835,CA-2011-141838,26-03-2011,31-03-2011,Second Class
DK-12835,CA-2011-141838,26-03-2011,31-03-2011,Second Class
DK-12835,CA-2011-141838,26-03-2011,31-03-2011,Second Class
BK-11260,CA-2014-117009,23-09-2014,29-09-2014,Standard Class
CC-12670,CA-2012-128993,12-09-2012,17-09-2012,Second Class
ED-13885,CA-2012-160227,02-11-2012,04-11-2012,First Class
SV-20785,CA-2012-149097,20-10-2012,24-10-2012,Standard Class
SV-20785,CA-2012-149097,20-10-2012,24-10-2012,Standard Class
AR-10825,CA-2013-132304,15-06-2013,19-06-2013,Standard Class
CS-12250,CA-2012-136420,20-11-2012,21-11-2012,First Class
CS-12250,CA-2012-136420,20-11-2012,21-11-2012,First Class
RR-19525,CA-2013-101623,28-02-2013,07-03-2013,Standard Class
BD-11500,US-2011-151015,14-10-2011,20-10-2011,Standard Class
BD-11500,US-2011-151015,14-10-2011,20-10-2011,Standard Class
BD-11500,US-2011-151015,14-10-2011,20-10-2011,Standard Class
BM-11785,CA-2014-152968,27-05-2014,31-05-2014,Standard Class
MS-17365,CA-2013-150077,04-02-2013,10-02-2013,Standard Class
BM-11140,CA-2013-106278,03-09-2013,06-09-2013,Second Class
BM-11140,CA-2013-106278,03-09-2013,06-09-2013,Second Class
KE-16420,CA-2014-147550,05-12-2014,06-12-2014,First Class
SZ-20035,CA-2012-136105,12-06-2012,16-06-2012,Standard Class
MB-18085,CA-2013-142524,05-09-2013,09-09-2013,Standard Class
MB-18085,CA-2013-142524,05-09-2013,09-09-2013,Standard Class
DB-13555,CA-2011-136336,21-04-2011,26-04-2011,Standard Class
CB-12415,US-2012-136259,05-11-2012,08-11-2012,First Class
CB-12415,US-2012-136259,05-11-2012,08-11-2012,First Class
SP-20650,US-2011-124625,03-11-2011,07-11-2011,Standard Class
GW-14605,CA-2013-108105,16-02-2013,23-02-2013,Standard Class
GW-14605,CA-2013-108105,16-02-2013,23-02-2013,Standard Class
KH-16630,CA-2014-166898,12-09-2014,14-09-2014,Second Class
KH-16630,CA-2014-166898,12-09-2014,14-09-2014,Second Class
BG-11035,CA-2014-169005,03-11-2014,07-11-2014,Standard Class
LO-17170,CA-2012-104038,06-02-2012,08-02-2012,First Class
LO-17170,CA-2012-104038,06-02-2012,08-02-2012,First Class
DV-13465,CA-2013-126102,11-09-2013,13-09-2013,Second Class
LR-17035,CA-2013-143406,27-09-2013,01-10-2013,Standard Class
LR-17035,CA-2013-143406,27-09-2013,01-10-2013,Standard Class
RR-19525,CA-2012-150308,15-12-2012,20-12-2012,Standard Class
TS-21610,CA-2013-131093,18-09-2013,21-09-2013,Second Class
AH-10210,US-2014-148831,14-10-2014,16-10-2014,First Class
DW-13585,CA-2012-162950,28-06-2012,03-07-2012,Second Class
DW-13585,CA-2012-162950,28-06-2012,03-07-2012,Second Class
AJ-10945,US-2012-132836,01-06-2012,05-06-2012,Standard Class
AJ-10945,US-2012-132836,01-06-2012,05-06-2012,Standard Class
AJ-10945,US-2012-132836,01-06-2012,05-06-2012,Standard Class
AJ-10945,US-2012-132836,01-06-2012,05-06-2012,Standard Class
SV-20785,US-2011-158365,12-04-2011,17-04-2011,Standard Class
MG-17650,CA-2014-152933,13-10-2014,17-10-2014,Standard Class
MG-17650,CA-2014-152933,13-10-2014,17-10-2014,Standard Class
MG-17650,CA-2014-152933,13-10-2014,17-10-2014,Standard Class
AB-10105,CA-2012-163181,07-11-2012,12-11-2012,Standard Class
AB-10105,CA-2012-163181,07-11-2012,12-11-2012,Standard Class
AB-10105,CA-2012-163181,07-11-2012,12-11-2012,Standard Class
AB-10105,CA-2012-163181,07-11-2012,12-11-2012,Standard Class
AB-10105,CA-2012-163181,07-11-2012,12-11-2012,Standard Class
AB-10105,CA-2012-163181,07-11-2012,12-11-2012,Standard Class
MM-18280,CA-2012-132941,25-05-2012,28-05-2012,First Class
MM-18280,CA-2012-132941,25-05-2012,28-05-2012,First Class
MM-18280,CA-2012-132941,25-05-2012,28-05-2012,First Class
MA-17995,CA-2011-132010,13-10-2011,15-10-2011,First Class
MA-17995,CA-2011-132010,13-10-2011,15-10-2011,First Class
MA-17995,CA-2011-132010,13-10-2011,15-10-2011,First Class
MA-17995,CA-2011-132010,13-10-2011,15-10-2011,First Class
EB-13975,CA-2013-135461,07-02-2013,10-02-2013,Second Class
NS-18505,CA-2014-153045,20-01-2014,25-01-2014,Second Class
NS-18505,CA-2014-153045,20-01-2014,25-01-2014,Second Class
NS-18505,CA-2014-153045,20-01-2014,25-01-2014,Second Class
NS-18505,CA-2014-153045,20-01-2014,25-01-2014,Second Class
RB-19795,US-2013-155971,07-06-2013,13-06-2013,Standard Class
RB-19795,US-2013-155971,07-06-2013,13-06-2013,Standard Class
JK-15325,CA-2014-122007,19-03-2014,21-03-2014,Second Class
PR-18880,CA-2014-162250,25-11-2014,25-11-2014,Same Day
EH-13945,US-2013-158288,27-11-2013,29-11-2013,Second Class
MA-17560,CA-2013-128916,19-08-2013,21-08-2013,Second Class
MA-17560,CA-2013-128916,19-08-2013,21-08-2013,Second Class
MA-17995,CA-2012-157028,28-11-2012,03-12-2012,Standard Class
JL-15505,CA-2014-112473,26-05-2014,02-06-2014,Standard Class
AS-10045,US-2014-147655,05-09-2014,06-09-2014,First Class
DC-12850,CA-2013-130911,25-03-2013,27-03-2013,Second Class
DC-12850,CA-2013-130911,25-03-2013,27-03-2013,Second Class
MD-17860,CA-2014-100055,29-05-2014,02-06-2014,Standard Class
MD-17860,CA-2014-100055,29-05-2014,02-06-2014,Standard Class
RH-19510,CA-2012-157805,31-08-2012,04-09-2012,Standard Class
TB-21175,CA-2013-124254,13-04-2013,18-04-2013,Standard Class
TB-21175,CA-2013-124254,13-04-2013,18-04-2013,Standard Class
TB-21175,CA-2013-124254,13-04-2013,18-04-2013,Standard Class
EB-13930,CA-2011-123400,03-02-2011,10-02-2011,Standard Class
EB-13930,CA-2011-123400,03-02-2011,10-02-2011,Standard Class
BM-11785,CA-2011-106971,02-09-2011,08-09-2011,Standard Class
BT-11530,CA-2014-123029,01-10-2014,03-10-2014,Second Class
FW-14395,CA-2013-139409,06-09-2013,08-09-2013,First Class
RD-19480,US-2014-166688,21-05-2014,27-05-2014,Standard Class
RD-19480,US-2014-166688,21-05-2014,27-05-2014,Standard Class
RD-19480,US-2014-166688,21-05-2014,27-05-2014,Standard Class
TP-21130,CA-2012-126970,20-09-2012,24-09-2012,Standard Class
CB-12535,US-2013-165505,23-01-2013,27-01-2013,Standard Class
CB-12535,US-2013-165505,23-01-2013,27-01-2013,Standard Class
CB-12535,US-2013-165505,23-01-2013,27-01-2013,Standard Class
QJ-19255,US-2011-157070,01-06-2011,06-06-2011,Standard Class
QJ-19255,US-2011-157070,01-06-2011,06-06-2011,Standard Class
KM-16720,US-2012-106873,24-09-2012,29-09-2012,Second Class
KM-16720,US-2012-106873,24-09-2012,29-09-2012,Second Class
KM-16720,US-2012-106873,24-09-2012,29-09-2012,Second Class
KM-16660,CA-2013-132990,02-08-2013,04-08-2013,Second Class
IM-15055,CA-2011-102645,24-01-2011,29-01-2011,Standard Class
ML-17395,CA-2011-134215,04-08-2011,08-08-2011,Standard Class
ML-17395,CA-2011-134215,04-08-2011,08-08-2011,Standard Class
ML-17395,CA-2011-134215,04-08-2011,08-08-2011,Standard Class
GH-14410,CA-2013-118934,10-08-2013,15-08-2013,Standard Class
GH-14410,CA-2013-118934,10-08-2013,15-08-2013,Standard Class
AG-10900,CA-2013-160108,09-12-2013,13-12-2013,Standard Class
AG-10900,CA-2013-160108,09-12-2013,13-12-2013,Standard Class
MG-17695,CA-2012-164007,08-06-2012,12-06-2012,Standard Class
MG-17695,CA-2012-164007,08-06-2012,12-06-2012,Standard Class
MJ-17740,CA-2013-100300,25-06-2013,27-06-2013,Second Class
MJ-17740,CA-2013-100300,25-06-2013,27-06-2013,Second Class
MJ-17740,CA-2013-100300,25-06-2013,27-06-2013,Second Class
SJ-20125,CA-2013-140571,16-03-2013,20-03-2013,Standard Class
SJ-20125,CA-2013-140571,16-03-2013,20-03-2013,Standard Class
LB-16795,US-2013-155768,02-12-2013,02-12-2013,Same Day
LB-16795,US-2013-155768,02-12-2013,02-12-2013,Same Day
LB-16795,US-2013-155768,02-12-2013,02-12-2013,Same Day
LB-16795,US-2013-155768,02-12-2013,02-12-2013,Same Day
SB-20185,CA-2014-119424,13-06-2014,15-06-2014,Second Class
SB-20185,CA-2014-119424,13-06-2014,15-06-2014,Second Class
CC-12610,CA-2013-118178,20-03-2013,25-03-2013,Standard Class
DP-13000,CA-2013-166618,15-11-2013,19-11-2013,Standard Class
DP-13000,CA-2013-166618,15-11-2013,19-11-2013,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
JL-15505,CA-2014-156776,08-08-2014,12-08-2014,Standard Class
SM-20320,US-2012-130512,21-08-2012,25-08-2012,Standard Class
SM-20320,US-2012-130512,21-08-2012,25-08-2012,Standard Class
SM-20320,US-2012-130512,21-08-2012,25-08-2012,Standard Class
SM-20320,US-2012-130512,21-08-2012,25-08-2012,Standard Class
SM-20320,US-2012-130512,21-08-2012,25-08-2012,Standard Class
BB-10990,CA-2012-141810,02-11-2012,07-11-2012,Standard Class
BB-10990,CA-2012-141810,02-11-2012,07-11-2012,Standard Class
PB-19150,CA-2011-146843,30-11-2011,06-12-2011,Standard Class
PB-19150,CA-2011-146843,30-11-2011,06-12-2011,Standard Class
GM-14680,CA-2011-103310,10-05-2011,15-05-2011,Standard Class
GM-14680,CA-2011-103310,10-05-2011,15-05-2011,Standard Class
GM-14680,CA-2011-103310,10-05-2011,15-05-2011,Standard Class
GM-14680,CA-2011-103310,10-05-2011,15-05-2011,Standard Class
NR-18550,CA-2013-152688,18-10-2013,21-10-2013,First Class
NR-18550,CA-2013-152688,18-10-2013,21-10-2013,First Class
EH-13765,CA-2013-153836,31-10-2013,04-11-2013,Standard Class
EH-13765,CA-2013-153836,31-10-2013,04-11-2013,Standard Class
FH-14365,CA-2013-104689,02-12-2013,06-12-2013,Standard Class
BT-11680,CA-2013-146423,22-04-2013,22-04-2013,Same Day
BT-11680,CA-2013-146423,22-04-2013,22-04-2013,Same Day
AB-10105,CA-2014-140781,04-08-2014,08-08-2014,Standard Class
SC-20230,CA-2014-141747,04-08-2014,09-08-2014,Second Class
RS-19870,CA-2014-142776,12-12-2014,15-12-2014,Second Class
RS-19870,CA-2014-142776,12-12-2014,15-12-2014,Second Class
AI-10855,CA-2012-167479,14-03-2012,19-03-2012,Standard Class
DJ-13420,CA-2011-144071,08-12-2011,15-12-2011,Standard Class
DJ-13420,CA-2011-144071,08-12-2011,15-12-2011,Standard Class
BF-10975,US-2014-120908,01-10-2014,03-10-2014,First Class
TH-21235,CA-2013-152646,22-11-2013,27-11-2013,Standard Class
JG-15310,CA-2014-103765,25-11-2014,01-12-2014,Standard Class
AW-10930,US-2014-118157,15-11-2014,18-11-2014,First Class
JW-15955,US-2012-164238,16-08-2012,20-08-2012,Standard Class
JW-15955,US-2012-164238,16-08-2012,20-08-2012,Standard Class
MH-18025,CA-2014-103212,14-10-2014,15-10-2014,First Class
MH-18025,CA-2014-103212,14-10-2014,15-10-2014,First Class
MH-18025,CA-2014-103212,14-10-2014,15-10-2014,First Class
FM-14290,CA-2014-121160,05-11-2014,05-11-2014,Same Day
FM-14290,CA-2014-121160,05-11-2014,05-11-2014,Same Day
FM-14290,CA-2014-121160,05-11-2014,05-11-2014,Same Day
FM-14290,CA-2014-121160,05-11-2014,05-11-2014,Same Day
GZ-14545,CA-2014-140515,20-03-2014,25-03-2014,Standard Class
TC-21535,CA-2011-153619,03-11-2011,03-11-2011,Same Day
TB-21520,CA-2014-133718,24-07-2014,27-07-2014,First Class
TB-21520,CA-2014-133718,24-07-2014,27-07-2014,First Class
RP-19390,CA-2011-148383,27-12-2011,31-12-2011,Standard Class
LR-16915,CA-2013-126732,03-09-2013,07-09-2013,Standard Class
LR-16915,CA-2013-126732,03-09-2013,07-09-2013,Standard Class
LR-16915,CA-2013-126732,03-09-2013,07-09-2013,Standard Class
LR-16915,CA-2013-126732,03-09-2013,07-09-2013,Standard Class
LR-16915,CA-2013-126732,03-09-2013,07-09-2013,Standard Class
LR-16915,CA-2013-126732,03-09-2013,07-09-2013,Standard Class
MM-17260,CA-2014-138156,12-02-2014,15-02-2014,First Class
NB-18655,CA-2014-110310,28-10-2014,03-11-2014,Standard Class
NB-18655,CA-2014-110310,28-10-2014,03-11-2014,Standard Class
NB-18655,CA-2014-110310,28-10-2014,03-11-2014,Standard Class
DS-13030,CA-2011-113271,09-07-2011,14-07-2011,Standard Class
DS-13030,CA-2011-113271,09-07-2011,14-07-2011,Standard Class
DS-13030,CA-2011-113271,09-07-2011,14-07-2011,Standard Class
DS-13030,CA-2011-113271,09-07-2011,14-07-2011,Standard Class
VF-21715,CA-2014-130106,23-05-2014,27-05-2014,Standard Class
VF-21715,CA-2014-130106,23-05-2014,27-05-2014,Standard Class
SW-20275,CA-2013-127761,11-11-2013,15-11-2013,Standard Class
SW-20275,CA-2013-127761,11-11-2013,15-11-2013,Standard Class
PW-19030,CA-2013-105354,03-12-2013,07-12-2013,Standard Class
KD-16615,CA-2014-155712,03-03-2014,09-03-2014,Standard Class
DO-13645,CA-2014-102309,24-09-2014,26-09-2014,Second Class
DO-13645,CA-2014-102309,24-09-2014,26-09-2014,Second Class
GA-14725,CA-2011-168368,12-02-2011,16-02-2011,Second Class
GA-14725,CA-2011-168368,12-02-2011,16-02-2011,Second Class
GA-14725,CA-2011-168368,12-02-2011,16-02-2011,Second Class
GA-14725,CA-2011-168368,12-02-2011,16-02-2011,Second Class
GA-14725,CA-2011-168368,12-02-2011,16-02-2011,Second Class
GA-14725,CA-2011-168368,12-02-2011,16-02-2011,Second Class
JL-15505,CA-2014-167976,12-11-2014,15-11-2014,Second Class
SU-20665,CA-2014-111388,03-09-2014,03-09-2014,Same Day
FM-14380,CA-2012-124499,09-10-2012,13-10-2012,Standard Class
FM-14380,CA-2012-124499,09-10-2012,13-10-2012,Standard Class
MY-17380,US-2014-128118,25-11-2014,02-12-2014,Standard Class
MY-17380,US-2014-128118,25-11-2014,02-12-2014,Standard Class
NM-18445,CA-2011-125759,09-02-2011,10-02-2011,First Class
CS-11950,CA-2012-151869,25-09-2012,25-09-2012,Same Day
CS-11950,CA-2012-151869,25-09-2012,25-09-2012,Same Day
PK-19075,US-2014-102183,22-08-2014,29-08-2014,Standard Class
PK-19075,US-2014-102183,22-08-2014,29-08-2014,Standard Class
HM-14860,CA-2013-100510,13-05-2013,18-05-2013,Standard Class
HM-14860,CA-2013-100510,13-05-2013,18-05-2013,Standard Class
AH-10210,CA-2014-146983,03-09-2014,07-09-2014,Standard Class
FC-14335,US-2011-134054,10-10-2011,10-10-2011,Same Day
CP-12085,CA-2013-113236,27-05-2013,30-05-2013,Second Class
CP-12085,CA-2013-113236,27-05-2013,30-05-2013,Second Class
SC-20305,CA-2014-122539,02-12-2014,06-12-2014,Standard Class
SC-20305,CA-2014-122539,02-12-2014,06-12-2014,Standard Class
SC-20305,CA-2014-122539,02-12-2014,06-12-2014,Standard Class
HJ-14875,CA-2013-166772,21-09-2013,25-09-2013,Standard Class
CB-12025,US-2014-152898,12-09-2014,16-09-2014,Standard Class
EH-14185,CA-2013-160486,31-12-2013,05-01-2014,Standard Class
LW-17215,CA-2014-102218,03-09-2014,05-09-2014,Second Class
MK-17905,CA-2011-161032,18-11-2011,23-11-2011,Standard Class
JH-15820,CA-2012-102778,21-11-2012,24-11-2012,First Class
DB-13270,CA-2014-154011,20-06-2014,27-06-2014,Standard Class
DB-13270,CA-2014-154011,20-06-2014,27-06-2014,Standard Class
TB-21625,US-2014-165456,01-12-2014,04-12-2014,First Class
NM-18445,CA-2011-111857,23-04-2011,26-04-2011,Second Class
TT-21220,CA-2011-163650,23-09-2011,25-09-2011,First Class
TT-21220,CA-2011-163650,23-09-2011,25-09-2011,First Class
RS-19765,CA-2014-124114,03-03-2014,03-03-2014,Same Day
TB-21625,US-2014-116505,18-11-2014,22-11-2014,Second Class
AM-10360,CA-2014-161340,29-05-2014,02-06-2014,Standard Class
AM-10360,CA-2014-161340,29-05-2014,02-06-2014,Standard Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MP-17965,US-2012-163433,18-04-2012,22-04-2012,Second Class
MH-17290,CA-2012-137603,19-09-2012,24-09-2012,Standard Class
CA-12265,CA-2011-128237,25-03-2011,30-03-2011,Standard Class
CA-12265,CA-2011-128237,25-03-2011,30-03-2011,Standard Class
CA-12265,CA-2011-128237,25-03-2011,30-03-2011,Standard Class
CA-12265,CA-2011-128237,25-03-2011,30-03-2011,Standard Class
KD-16615,US-2013-102141,27-08-2013,01-09-2013,Standard Class
DW-13540,CA-2014-148642,07-03-2014,13-03-2014,Standard Class
DW-13540,CA-2014-148642,07-03-2014,13-03-2014,Standard Class
AG-10495,CA-2012-111948,11-11-2012,11-11-2012,Same Day
AG-10495,CA-2012-111948,11-11-2012,11-11-2012,Same Day
JH-16180,CA-2013-161907,06-04-2013,10-04-2013,Standard Class
JH-16180,CA-2013-161907,06-04-2013,10-04-2013,Standard Class
DK-13090,CA-2014-124940,22-02-2014,27-02-2014,Standard Class
AR-10825,US-2014-108343,21-07-2014,26-07-2014,Standard Class
AR-10825,US-2014-108343,21-07-2014,26-07-2014,Standard Class
AR-10825,US-2014-108343,21-07-2014,26-07-2014,Standard Class
SM-20005,US-2013-111563,05-11-2013,09-11-2013,Standard Class
SM-20005,US-2013-111563,05-11-2013,09-11-2013,Standard Class
DB-13660,CA-2014-121853,24-09-2014,30-09-2014,Standard Class
DB-13660,CA-2014-121853,24-09-2014,30-09-2014,Standard Class
DB-13660,CA-2014-121853,24-09-2014,30-09-2014,Standard Class
PF-19225,US-2014-130687,08-09-2014,11-09-2014,First Class
PF-19225,US-2014-130687,08-09-2014,11-09-2014,First Class
PF-19225,US-2014-130687,08-09-2014,11-09-2014,First Class
AJ-10945,CA-2012-164497,28-11-2012,30-11-2012,First Class
EB-14110,US-2012-153283,12-11-2012,18-11-2012,Standard Class
ES-14080,CA-2013-108056,30-09-2013,04-10-2013,Standard Class
SS-20410,CA-2014-127726,12-09-2014,14-09-2014,Second Class
SS-20410,CA-2014-127726,12-09-2014,14-09-2014,Second Class
AG-10900,CA-2014-110198,02-05-2014,03-05-2014,First Class
AG-10900,CA-2014-110198,02-05-2014,03-05-2014,First Class
CY-12745,CA-2014-130715,17-09-2014,21-09-2014,Standard Class
RP-19270,CA-2011-155264,19-10-2011,22-10-2011,Second Class
RP-19270,CA-2011-155264,19-10-2011,22-10-2011,Second Class
RP-19270,CA-2011-155264,19-10-2011,22-10-2011,Second Class
RP-19270,CA-2011-155264,19-10-2011,22-10-2011,Second Class
RP-19270,CA-2011-155264,19-10-2011,22-10-2011,Second Class
DB-13360,CA-2013-119123,14-03-2013,19-03-2013,Standard Class
CK-12325,CA-2014-109085,18-02-2014,21-02-2014,First Class
CK-12325,CA-2014-109085,18-02-2014,21-02-2014,First Class
CK-12325,CA-2014-109085,18-02-2014,21-02-2014,First Class
CK-12325,CA-2014-109085,18-02-2014,21-02-2014,First Class
CK-12325,CA-2014-109085,18-02-2014,21-02-2014,First Class
DN-13690,CA-2013-114860,23-12-2013,29-12-2013,Standard Class
DN-13690,CA-2013-114860,23-12-2013,29-12-2013,Standard Class
DP-13105,CA-2013-159009,24-09-2013,28-09-2013,Standard Class
DP-13105,CA-2013-159009,24-09-2013,28-09-2013,Standard Class
RO-19780,CA-2014-148411,25-09-2014,27-09-2014,First Class
RO-19780,CA-2014-148411,25-09-2014,27-09-2014,First Class
MA-17560,CA-2012-110324,01-12-2012,05-12-2012,Standard Class
MA-17560,CA-2012-110324,01-12-2012,05-12-2012,Standard Class
MA-17560,CA-2012-110324,01-12-2012,05-12-2012,Standard Class
JD-15895,CA-2013-168046,25-01-2013,28-01-2013,Second Class
JD-15895,CA-2013-168046,25-01-2013,28-01-2013,Second Class
JD-15895,CA-2013-168046,25-01-2013,28-01-2013,Second Class
JD-15895,CA-2013-168046,25-01-2013,28-01-2013,Second Class
PS-18970,CA-2014-111591,22-03-2014,26-03-2014,Standard Class
PS-18970,CA-2014-111591,22-03-2014,26-03-2014,Standard Class
PS-18970,CA-2014-111591,22-03-2014,26-03-2014,Standard Class
PS-18970,CA-2014-111591,22-03-2014,26-03-2014,Standard Class
JF-15415,US-2011-166828,22-08-2011,25-08-2011,First Class
RD-19480,CA-2011-108147,08-06-2011,13-06-2011,Standard Class
RD-19480,CA-2011-108147,08-06-2011,13-06-2011,Standard Class
ES-14080,CA-2013-154998,08-04-2013,10-04-2013,First Class
KN-16390,CA-2014-113460,08-11-2014,10-11-2014,Second Class
VP-21760,CA-2012-111339,29-05-2012,31-05-2012,First Class
VP-21760,CA-2012-111339,29-05-2012,31-05-2012,First Class
VP-21760,CA-2012-111339,29-05-2012,31-05-2012,First Class
CS-11950,CA-2014-102820,08-05-2014,12-05-2014,Standard Class
KB-16600,CA-2013-149671,06-06-2013,10-06-2013,Standard Class
AJ-10945,CA-2012-126347,14-12-2012,19-12-2012,Second Class
PO-18865,CA-2014-108756,26-12-2014,30-12-2014,Standard Class
DP-13105,CA-2014-155362,18-12-2014,22-12-2014,Standard Class
GM-14500,CA-2013-117625,11-05-2013,16-05-2013,Standard Class
CC-12670,CA-2011-154158,23-12-2011,27-12-2011,Second Class
CC-12670,CA-2011-154158,23-12-2011,27-12-2011,Second Class
CC-12670,CA-2011-154158,23-12-2011,27-12-2011,Second Class
CC-12670,CA-2011-154158,23-12-2011,27-12-2011,Second Class
CC-12670,CA-2011-154158,23-12-2011,27-12-2011,Second Class
SJ-20125,CA-2014-100433,12-08-2014,17-08-2014,Standard Class
SF-20200,CA-2014-163097,28-08-2014,01-09-2014,Standard Class
RM-19375,US-2014-127292,20-01-2014,24-01-2014,Standard Class
RM-19375,US-2014-127292,20-01-2014,24-01-2014,Standard Class
RM-19375,US-2014-127292,20-01-2014,24-01-2014,Standard Class
RM-19375,US-2014-127292,20-01-2014,24-01-2014,Standard Class
KM-16375,CA-2012-163734,19-06-2012,24-06-2012,Standard Class
FH-14275,CA-2014-162474,14-03-2014,17-03-2014,First Class
DG-13300,CA-2012-130848,25-10-2012,25-10-2012,Same Day
MW-18220,CA-2011-125997,20-09-2011,23-09-2011,First Class
MW-18220,CA-2011-125997,20-09-2011,23-09-2011,First Class
MW-18220,CA-2011-125997,20-09-2011,23-09-2011,First Class
MW-18220,CA-2011-125997,20-09-2011,23-09-2011,First Class
MW-18220,CA-2011-125997,20-09-2011,23-09-2011,First Class
MW-18220,CA-2011-125997,20-09-2011,23-09-2011,First Class
SC-20845,CA-2013-103128,12-11-2013,16-11-2013,Standard Class
BD-11500,CA-2012-167696,16-09-2012,21-09-2012,Standard Class
LP-17080,CA-2011-159814,24-06-2011,28-06-2011,Standard Class
NP-18700,CA-2013-105459,13-08-2013,18-08-2013,Second Class
NP-18700,CA-2013-105459,13-08-2013,18-08-2013,Second Class
DP-13105,CA-2014-141663,14-04-2014,18-04-2014,Standard Class
RB-19465,CA-2011-152618,14-03-2011,17-03-2011,First Class
RB-19465,CA-2011-152618,14-03-2011,17-03-2011,First Class
LC-17140,CA-2014-162789,23-09-2014,25-09-2014,Second Class
LC-17140,CA-2014-162789,23-09-2014,25-09-2014,Second Class
WB-21850,US-2014-110149,11-12-2014,14-12-2014,First Class
WB-21850,US-2014-110149,11-12-2014,14-12-2014,First Class
MH-17785,CA-2013-108959,11-03-2013,15-03-2013,Second Class
SC-20305,CA-2012-164777,27-01-2012,29-01-2012,First Class
MH-17620,CA-2013-132017,27-09-2013,28-09-2013,First Class
JC-15775,CA-2012-127824,18-10-2012,22-10-2012,Standard Class
JC-15775,CA-2012-127824,18-10-2012,22-10-2012,Standard Class
JC-15775,CA-2012-127824,18-10-2012,22-10-2012,Standard Class
RD-19810,CA-2011-148285,27-10-2011,01-11-2011,Standard Class
RD-19810,CA-2011-148285,27-10-2011,01-11-2011,Standard Class
SC-20695,CA-2014-152926,03-10-2014,05-10-2014,Second Class
SC-20695,CA-2014-152926,03-10-2014,05-10-2014,Second Class
